"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Q6PFQ7",0.0759668508287293,0.0662983425414365,0.0248618784530387,0.0497237569060773,0.0234806629834254,0.0732044198895028,0.0483425414364641,0.0524861878453039,0.0276243093922652,0.0386740331491713,0.11878453038674,0.0580110497237569,0.00966850828729282,0.0414364640883978,0.0483425414364641,0.0801104972375691,0.0524861878453039,0.0151933701657459,0.0193370165745856,0.0759668508287293
"O43374",0.070323488045007,0.0717299578059072,0.0253164556962025,0.0492264416315049,0.0210970464135021,0.080168776371308,0.0450070323488045,0.0548523206751055,0.0281293952180028,0.0351617440225035,0.120956399437412,0.0590717299578059,0.0154711673699015,0.0407876230661041,0.0421940928270042,0.070323488045007,0.0534458509142053,0.0182841068917018,0.0210970464135021,0.0773558368495077
"C9J798",0.070323488045007,0.070323488045007,0.0253164556962025,0.0492264416315049,0.0210970464135021,0.080168776371308,0.0450070323488045,0.0548523206751055,0.029535864978903,0.0351617440225035,0.120956399437412,0.0590717299578059,0.0140646976090014,0.0407876230661041,0.0421940928270042,0.070323488045007,0.0534458509142053,0.0182841068917018,0.0210970464135021,0.0787623066104079
"P48423",0.0520833333333333,0.0595238095238095,0.0297619047619048,0.0610119047619048,0.0223214285714286,0.0520833333333333,0.0520833333333333,0.0401785714285714,0.0431547619047619,0.0505952380952381,0.099702380952381,0.0639880952380952,0.0238095238095238,0.0431547619047619,0.0476190476190476,0.087797619047619,0.0610119047619048,0.00744047619047619,0.0327380952380952,0.0699404761904762
"Q22720",0.0518134715025907,0.0552677029360967,0.0431778929188256,0.0535405872193437,0.0189982728842832,0.075993091537133,0.0483592400690846,0.0483592400690846,0.0224525043177893,0.0500863557858377,0.122625215889465,0.0656303972366149,0.0189982728842832,0.0328151986183074,0.0310880829015544,0.077720207253886,0.0535405872193437,0.0155440414507772,0.0259067357512953,0.0880829015544041
"Q6P730",0.0680100755667506,0.0503778337531486,0.0478589420654912,0.0403022670025189,0.0277078085642317,0.0906801007556675,0.0277078085642317,0.0377833753148615,0.0277078085642317,0.0478589420654912,0.120906801007557,0.0831234256926952,0.0277078085642317,0.0478589420654912,0.0503778337531486,0.0604534005037783,0.052896725440806,0.0125944584382872,0.035264483627204,0.0428211586901763
"Q5VWQ8",0.0680100755667506,0.0503778337531486,0.0478589420654912,0.0403022670025189,0.0277078085642317,0.0906801007556675,0.0277078085642317,0.0377833753148615,0.0277078085642317,0.0478589420654912,0.120906801007557,0.0831234256926952,0.0277078085642317,0.0478589420654912,0.0503778337531486,0.0604534005037783,0.052896725440806,0.0125944584382872,0.035264483627204,0.0428211586901763
"Q3UHC7",0.0654911838790932,0.0503778337531486,0.0478589420654912,0.0403022670025189,0.0277078085642317,0.0906801007556675,0.0277078085642317,0.035264483627204,0.0277078085642317,0.0453400503778338,0.120906801007557,0.0831234256926952,0.0277078085642317,0.0478589420654912,0.0503778337531486,0.0680100755667506,0.0503778337531486,0.0125944584382872,0.035264483627204,0.0453400503778338
"Q8MLZ5",0.0562347188264059,0.0660146699266504,0.058679706601467,0.058679706601467,0.0220048899755501,0.0709046454767726,0.0268948655256724,0.0244498777506112,0.0171149144254279,0.0415647921760391,0.132029339853301,0.0757946210268949,0.0342298288508557,0.0415647921760391,0.039119804400978,0.0855745721271394,0.0537897310513447,0.0146699266503667,0.0293398533007335,0.0513447432762836
"Q54Y08",0.0294117647058824,0.0323529411764706,0.0558823529411765,0.0558823529411765,0.0235294117647059,0.0529411764705882,0.0411764705882353,0.0441176470588235,0.0147058823529412,0.0882352941176471,0.126470588235294,0.0970588235294118,0.0235294117647059,0.0441176470588235,0.0588235294117647,0.0647058823529412,0.0558823529411765,0.00588235294117647,0.0382352941176471,0.0470588235294118
"Q9UJF2",0.0523809523809524,0.05,0.0571428571428571,0.0476190476190476,0.0380952380952381,0.0833333333333333,0.030952380952381,0.0333333333333333,0.019047619047619,0.0619047619047619,0.0952380952380952,0.0857142857142857,0.0238095238095238,0.0595238095238095,0.0428571428571429,0.0738095238095238,0.0547619047619048,0.0142857142857143,0.0285714285714286,0.0476190476190476
"Q8C2K5",0.143222506393862,0.0869565217391304,0.0179028132992327,0.030690537084399,0.0332480818414322,0.0818414322250639,0.0358056265984655,0.061381074168798,0.020460358056266,0.020460358056266,0.130434782608696,0.0255754475703325,0.0153452685421995,0.0434782608695652,0.0716112531969309,0.0434782608695652,0.040920716112532,0.0153452685421995,0.0153452685421995,0.0664961636828645
"P09851",0.0515970515970516,0.0515970515970516,0.0515970515970516,0.0343980343980344,0.0171990171990172,0.0835380835380835,0.0294840294840295,0.0245700245700246,0.0343980343980344,0.0638820638820639,0.132678132678133,0.0687960687960688,0.0319410319410319,0.0417690417690418,0.0540540540540541,0.085995085995086,0.0614250614250614,0.00737100737100737,0.0196560196560197,0.0540540540540541
"P50904",0.0527638190954774,0.0477386934673367,0.050251256281407,0.0351758793969849,0.0150753768844221,0.085427135678392,0.0301507537688442,0.0226130653266332,0.0351758793969849,0.0628140703517588,0.133165829145729,0.0703517587939698,0.0326633165829146,0.042713567839196,0.0527638190954774,0.0829145728643216,0.0603015075376884,0.00753768844221105,0.0226130653266332,0.0577889447236181
"Q8T498",0.0703517587939698,0.0703517587939698,0.042713567839196,0.0527638190954774,0.0201005025125628,0.0653266331658292,0.0603015075376884,0.042713567839196,0.0150753768844221,0.050251256281407,0.125628140703518,0.0653266331658292,0.0150753768844221,0.0577889447236181,0.0452261306532663,0.0527638190954774,0.0653266331658292,0.0100502512562814,0.0201005025125628,0.0527638190954774
"P20936",0.0491400491400491,0.0515970515970516,0.0515970515970516,0.0343980343980344,0.0171990171990172,0.0835380835380835,0.0294840294840295,0.0245700245700246,0.0343980343980344,0.0638820638820639,0.132678132678133,0.0687960687960688,0.0319410319410319,0.0417690417690418,0.0540540540540541,0.0835380835380835,0.0614250614250614,0.00737100737100737,0.0221130221130221,0.0565110565110565
"Q86YV0",0.1484375,0.0963541666666667,0.015625,0.0286458333333333,0.0260416666666667,0.0911458333333333,0.0338541666666667,0.0677083333333333,0.0182291666666667,0.0208333333333333,0.140625,0.0234375,0.0130208333333333,0.0442708333333333,0.0703125,0.0390625,0.0364583333333333,0.0182291666666667,0.015625,0.0520833333333333
"A6QQ91",0.147959183673469,0.0943877551020408,0.0204081632653061,0.0306122448979592,0.0204081632653061,0.0790816326530612,0.0331632653061225,0.0688775510204082,0.0204081632653061,0.0204081632653061,0.142857142857143,0.0255102040816327,0.0127551020408163,0.0433673469387755,0.0637755102040816,0.0459183673469388,0.0433673469387755,0.0178571428571429,0.0153061224489796,0.0535714285714286
"Q96PV0",0.0763546798029557,0.0640394088669951,0.0394088669950739,0.0443349753694581,0.0295566502463054,0.0911330049261084,0.0246305418719212,0.0517241379310345,0.0197044334975369,0.041871921182266,0.11576354679803,0.0689655172413793,0.0295566502463054,0.0492610837438424,0.0369458128078818,0.0665024630541872,0.0443349753694581,0.0123152709359606,0.0394088669950739,0.0541871921182266
"F6SEU4",0.0763546798029557,0.0640394088669951,0.0394088669950739,0.0443349753694581,0.0295566502463054,0.0911330049261084,0.0246305418719212,0.0517241379310345,0.0197044334975369,0.041871921182266,0.11576354679803,0.0689655172413793,0.0295566502463054,0.0492610837438424,0.0369458128078818,0.0665024630541872,0.0443349753694581,0.0123152709359606,0.0394088669950739,0.0541871921182266
"Q9QUH6",0.0763546798029557,0.0640394088669951,0.0394088669950739,0.0443349753694581,0.0295566502463054,0.0911330049261084,0.0246305418719212,0.0517241379310345,0.0197044334975369,0.041871921182266,0.11576354679803,0.0689655172413793,0.0295566502463054,0.0492610837438424,0.0369458128078818,0.0665024630541872,0.0443349753694581,0.0123152709359606,0.0394088669950739,0.0541871921182266
"P33314",0.0296296296296296,0.0493827160493827,0.0938271604938272,0.0469135802469136,0.00987654320987654,0.0592592592592593,0.0246913580246914,0.0197530864197531,0.00740740740740741,0.103703703703704,0.130864197530864,0.0987654320987654,0.0222222222222222,0.054320987654321,0.0246913580246914,0.0962962962962963,0.054320987654321,0.0197530864197531,0.0222222222222222,0.0320987654320988
"P97526",0.0607142857142857,0.0571428571428571,0.0428571428571429,0.05,0.0178571428571429,0.0607142857142857,0.0428571428571429,0.0321428571428571,0.0214285714285714,0.0535714285714286,0.128571428571429,0.0392857142857143,0.0357142857142857,0.0714285714285714,0.05,0.0964285714285714,0.0392857142857143,0.00714285714285714,0.0178571428571429,0.075
"Q5R4J5",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0775862068965517,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.107758620689655,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"K8FE10",0.0214592274678112,0.0643776824034335,0.0386266094420601,0.0729613733905579,0.00858369098712446,0.0643776824034335,0.0343347639484979,0.0300429184549356,0.0214592274678112,0.0600858369098712,0.0686695278969957,0.0987124463519313,0.0472103004291846,0.0386266094420601,0.0515021459227468,0.0772532188841202,0.0772532188841202,0.00858369098712446,0.0515021459227468,0.0643776824034335
"Q9BQG1",0.0585774058577406,0.0502092050209205,0.0460251046025105,0.0543933054393305,0.00836820083682008,0.0669456066945607,0.0292887029288703,0.0543933054393305,0.0334728033472803,0.0460251046025105,0.096234309623431,0.0836820083682008,0.00836820083682008,0.0502092050209205,0.0585774058577406,0.0669456066945607,0.0502092050209205,0.0125523012552301,0.0292887029288703,0.096234309623431
"P40748",0.0585774058577406,0.0460251046025105,0.0460251046025105,0.0543933054393305,0.00836820083682008,0.0669456066945607,0.0292887029288703,0.0585774058577406,0.0334728033472803,0.0502092050209205,0.108786610878661,0.0836820083682008,0.00836820083682008,0.0502092050209205,0.0585774058577406,0.0669456066945607,0.0460251046025105,0.0125523012552301,0.0292887029288703,0.0836820083682008
"O35681",0.0588235294117647,0.0504201680672269,0.046218487394958,0.0546218487394958,0.00840336134453781,0.0672268907563025,0.0252100840336134,0.0588235294117647,0.0336134453781513,0.0504201680672269,0.105042016806723,0.0840336134453782,0.00840336134453781,0.0504201680672269,0.0588235294117647,0.0672268907563025,0.046218487394958,0.0126050420168067,0.0294117647058824,0.0840336134453782
"P21359",0.0676156583629893,0.0533807829181495,0.0462633451957295,0.0498220640569395,0.0213523131672598,0.0604982206405694,0.0391459074733096,0.0320284697508897,0.0249110320284698,0.0533807829181495,0.131672597864769,0.0391459074733096,0.0355871886120996,0.0676156583629893,0.0498220640569395,0.0925266903914591,0.0427046263345196,0.00711743772241993,0.0177935943060498,0.0676156583629893
"Q04690",0.0640569395017794,0.0533807829181495,0.0462633451957295,0.0498220640569395,0.0213523131672598,0.0604982206405694,0.0391459074733096,0.0320284697508897,0.0249110320284698,0.0498220640569395,0.135231316725979,0.0391459074733096,0.0355871886120996,0.0676156583629893,0.0462633451957295,0.096085409252669,0.0427046263345196,0.00711743772241993,0.0177935943060498,0.0711743772241993
"P24507",0.0524017467248908,0.0524017467248908,0.0698689956331878,0.0655021834061135,0.00873362445414847,0.074235807860262,0.0262008733624454,0.0349344978165939,0.0305676855895196,0.0786026200873362,0.0829694323144105,0.091703056768559,0.0218340611353712,0.0567685589519651,0.0480349344978166,0.0436681222707424,0.0524017467248908,0.0131004366812227,0.0305676855895196,0.0655021834061135
"Q8N9I0",0.0466101694915254,0.0338983050847458,0.038135593220339,0.0550847457627119,0.00847457627118644,0.076271186440678,0.038135593220339,0.0550847457627119,0.0211864406779661,0.0466101694915254,0.101694915254237,0.127118644067797,0.0211864406779661,0.0423728813559322,0.0550847457627119,0.0338983050847458,0.0677966101694915,0.0127118644067797,0.0338983050847458,0.0847457627118644
"P29101",0.0466101694915254,0.0338983050847458,0.038135593220339,0.0550847457627119,0.00847457627118644,0.076271186440678,0.038135593220339,0.0550847457627119,0.0211864406779661,0.0466101694915254,0.101694915254237,0.127118644067797,0.0211864406779661,0.0423728813559322,0.0550847457627119,0.0338983050847458,0.0677966101694915,0.0127118644067797,0.0338983050847458,0.0847457627118644
"P46097",0.0466101694915254,0.0338983050847458,0.038135593220339,0.0550847457627119,0.00847457627118644,0.076271186440678,0.038135593220339,0.0550847457627119,0.0211864406779661,0.0466101694915254,0.101694915254237,0.127118644067797,0.0211864406779661,0.0423728813559322,0.0550847457627119,0.0338983050847458,0.0677966101694915,0.0127118644067797,0.0338983050847458,0.0847457627118644
"Q86SS6",0.0491071428571429,0.0714285714285714,0.0446428571428571,0.0758928571428571,0.00892857142857143,0.0401785714285714,0.0178571428571429,0.03125,0.0446428571428571,0.0714285714285714,0.0982142857142857,0.0803571428571429,0.0178571428571429,0.0446428571428571,0.0580357142857143,0.0535714285714286,0.0491071428571429,0.0133928571428571,0.0401785714285714,0.0892857142857143
"P41823",0.0393013100436681,0.0393013100436681,0.0436681222707424,0.0655021834061135,0.00436681222707424,0.0611353711790393,0.0393013100436681,0.0349344978165939,0.0174672489082969,0.0611353711790393,0.0829694323144105,0.109170305676856,0.0174672489082969,0.0480349344978166,0.0611353711790393,0.0567685589519651,0.074235807860262,0.0131004366812227,0.0393013100436681,0.091703056768559
"Q9R0N9",0.0480349344978166,0.0655021834061135,0.0393013100436681,0.074235807860262,0.0131004366812227,0.0436681222707424,0.0174672489082969,0.0349344978165939,0.0480349344978166,0.0655021834061135,0.0960698689956332,0.0829694323144105,0.0218340611353712,0.0436681222707424,0.0524017467248908,0.0567685589519651,0.0480349344978166,0.0131004366812227,0.0393013100436681,0.0960698689956332
"Q925C0",0.0480349344978166,0.0655021834061135,0.0393013100436681,0.074235807860262,0.0131004366812227,0.0436681222707424,0.0174672489082969,0.0349344978165939,0.0480349344978166,0.0655021834061135,0.100436681222707,0.0829694323144105,0.0174672489082969,0.0436681222707424,0.0524017467248908,0.0567685589519651,0.0480349344978166,0.0131004366812227,0.0393013100436681,0.0960698689956332
"P24505",0.0593220338983051,0.0338983050847458,0.038135593220339,0.0593220338983051,0.00423728813559322,0.0720338983050847,0.0338983050847458,0.0466101694915254,0.0254237288135593,0.0550847457627119,0.0847457627118644,0.11864406779661,0.0211864406779661,0.0466101694915254,0.0508474576271186,0.038135593220339,0.0635593220338983,0.0127118644067797,0.038135593220339,0.0974576271186441
"O43581",0.0355555555555556,0.0533333333333333,0.0577777777777778,0.0622222222222222,0.00888888888888889,0.0488888888888889,0.0311111111111111,0.0311111111111111,0.0177777777777778,0.0666666666666667,0.0933333333333333,0.12,0.0311111111111111,0.04,0.0622222222222222,0.0622222222222222,0.0622222222222222,0.0222222222222222,0.0266666666666667,0.0666666666666667
"P21707",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"P46096",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"A0A075F932",0.0560344827586207,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0517241379310345,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0474137931034483,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0431034482758621,0.0905172413793103
"Q60HC0",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"P21579",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"P48018",0.0517241379310345,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0474137931034483,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0560344827586207,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0344827586206897,0.0991379310344828
"P70610",0.0478260869565217,0.0434782608695652,0.0521739130434783,0.0652173913043478,0.0217391304347826,0.0652173913043478,0.0130434782608696,0.0565217391304348,0.0391304347826087,0.0521739130434783,0.108695652173913,0.152173913043478,0.00869565217391304,0.0260869565217391,0.0347826086956522,0.0478260869565217,0.0652173913043478,0.0130434782608696,0.0304347826086957,0.0565217391304348
"Q14184",0.0434782608695652,0.0434782608695652,0.0478260869565217,0.0652173913043478,0.0217391304347826,0.0652173913043478,0.0130434782608696,0.0565217391304348,0.0434782608695652,0.0521739130434783,0.108695652173913,0.152173913043478,0.00869565217391304,0.0260869565217391,0.0347826086956522,0.0434782608695652,0.0739130434782609,0.0130434782608696,0.0304347826086957,0.0565217391304348
"P47191",0.0560344827586207,0.0344827586206897,0.0387931034482759,0.0603448275862069,0.00431034482758621,0.0732758620689655,0.0387931034482759,0.0431034482758621,0.0258620689655172,0.0517241379310345,0.0905172413793103,0.112068965517241,0.0258620689655172,0.0474137931034483,0.0474137931034483,0.0387931034482759,0.0646551724137931,0.0129310344827586,0.0431034482758621,0.0905172413793103
"P70169",0.0478260869565217,0.0434782608695652,0.0521739130434783,0.0652173913043478,0.0217391304347826,0.0652173913043478,0.0130434782608696,0.0565217391304348,0.0391304347826087,0.0478260869565217,0.108695652173913,0.152173913043478,0.00869565217391304,0.0260869565217391,0.0347826086956522,0.0478260869565217,0.0652173913043478,0.0130434782608696,0.0304347826086957,0.0608695652173913
"P24506",0.0466101694915254,0.0296610169491525,0.0338983050847458,0.0593220338983051,0.0169491525423729,0.0720338983050847,0.0466101694915254,0.0466101694915254,0.0169491525423729,0.0466101694915254,0.101694915254237,0.127118644067797,0.0254237288135593,0.038135593220339,0.0466101694915254,0.0423728813559322,0.0677966101694915,0.0127118644067797,0.038135593220339,0.0847457627118644
"Q9R0N5",0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0512820512820513,0.00854700854700855,0.047008547008547,0.0427350427350427,0.0598290598290598,0.0256410256410256,0.0341880341880342,0.102564102564103,0.0811965811965812,0.0170940170940171,0.0341880341880342,0.0726495726495727,0.0427350427350427,0.0384615384615385,0.0128205128205128,0.0341880341880342,0.102564102564103
"P47861",0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0512820512820513,0.00854700854700855,0.0512820512820513,0.0384615384615385,0.0598290598290598,0.0256410256410256,0.0341880341880342,0.102564102564103,0.0811965811965812,0.0170940170940171,0.0341880341880342,0.0726495726495727,0.0427350427350427,0.0384615384615385,0.0128205128205128,0.0341880341880342,0.102564102564103
"P19158",0.088339222614841,0.0636042402826855,0.0530035335689046,0.0459363957597173,0.0282685512367491,0.0742049469964664,0.0318021201413428,0.0212014134275618,0.0212014134275618,0.0848056537102474,0.0989399293286219,0.0565371024734982,0.00706713780918728,0.0742049469964664,0.049469964664311,0.0848056537102474,0.0353356890459364,0.00353356890459364,0.0353356890459364,0.0424028268551237
"O00445",0.0683760683760684,0.0854700854700855,0.0341880341880342,0.0555555555555556,0.00854700854700855,0.0512820512820513,0.0384615384615385,0.0641025641025641,0.0213675213675214,0.0256410256410256,0.111111111111111,0.0811965811965812,0.0213675213675214,0.0341880341880342,0.0683760683760684,0.0384615384615385,0.0384615384615385,0.0128205128205128,0.0384615384615385,0.102564102564103
"P21521",0.038961038961039,0.038961038961039,0.0216450216450216,0.0606060606060606,0.0216450216450216,0.0735930735930736,0.0303030303030303,0.0432900432900433,0.0173160173160173,0.0606060606060606,0.0952380952380952,0.112554112554113,0.0173160173160173,0.051948051948052,0.051948051948052,0.051948051948052,0.0779220779220779,0.012987012987013,0.0346320346320346,0.0865800865800866
"Q5A506",0.0305164319248826,0.0352112676056338,0.068075117370892,0.0492957746478873,0.00938967136150235,0.0751173708920188,0.0492957746478873,0.0305164319248826,0.028169014084507,0.0727699530516432,0.0985915492957746,0.0821596244131455,0.0187793427230047,0.068075117370892,0.0305164319248826,0.0868544600938967,0.0563380281690141,0.0117370892018779,0.039906103286385,0.0586854460093897
"Q7TNF0",0.0512820512820513,0.0512820512820513,0.0427350427350427,0.0512820512820513,0.0213675213675214,0.0726495726495727,0.0256410256410256,0.0598290598290598,0.0384615384615385,0.047008547008547,0.128205128205128,0.0897435897435897,0.00427350427350427,0.0299145299145299,0.0555555555555556,0.0555555555555556,0.0641025641025641,0.0128205128205128,0.0384615384615385,0.0598290598290598
"Q9R0N7",0.0355555555555556,0.0533333333333333,0.0577777777777778,0.0622222222222222,0.00888888888888889,0.0488888888888889,0.0311111111111111,0.0311111111111111,0.0177777777777778,0.0577777777777778,0.0933333333333333,0.124444444444444,0.0266666666666667,0.04,0.0622222222222222,0.0622222222222222,0.0622222222222222,0.0222222222222222,0.0266666666666667,0.0755555555555556
"P70611",0.0512820512820513,0.0512820512820513,0.0427350427350427,0.0512820512820513,0.0213675213675214,0.0726495726495727,0.0256410256410256,0.0598290598290598,0.0384615384615385,0.0427350427350427,0.128205128205128,0.0897435897435897,0.00854700854700855,0.0299145299145299,0.0555555555555556,0.0555555555555556,0.0641025641025641,0.0128205128205128,0.0341880341880342,0.0641025641025641
"Q62747",0.0355555555555556,0.0533333333333333,0.0577777777777778,0.0622222222222222,0.00888888888888889,0.0488888888888889,0.0311111111111111,0.0311111111111111,0.0177777777777778,0.0622222222222222,0.0933333333333333,0.124444444444444,0.0266666666666667,0.04,0.0622222222222222,0.0622222222222222,0.0622222222222222,0.0222222222222222,0.0266666666666667,0.0711111111111111
"Q62746",0.0425531914893617,0.0595744680851064,0.0382978723404255,0.0680851063829787,0.0212765957446809,0.0595744680851064,0.0127659574468085,0.0382978723404255,0.0340425531914894,0.0723404255319149,0.0978723404255319,0.0893617021276596,0.025531914893617,0.0468085106382979,0.0553191489361702,0.0638297872340425,0.0553191489361702,0.0127659574468085,0.0425531914893617,0.0638297872340425
"Q5T7P8",0.0382978723404255,0.0595744680851064,0.0425531914893617,0.0680851063829787,0.0170212765957447,0.0595744680851064,0.0127659574468085,0.0382978723404255,0.0340425531914894,0.0723404255319149,0.0978723404255319,0.0893617021276596,0.025531914893617,0.0468085106382979,0.0553191489361702,0.0680851063829787,0.051063829787234,0.0127659574468085,0.0425531914893617,0.0680851063829787
"P34693",0.0466101694915254,0.0296610169491525,0.0296610169491525,0.076271186440678,0.0169491525423729,0.0635593220338983,0.0296610169491525,0.0508474576271186,0.0127118644067797,0.0635593220338983,0.101694915254237,0.11864406779661,0.0296610169491525,0.0466101694915254,0.0635593220338983,0.0423728813559322,0.0550847457627119,0.0127118644067797,0.0338983050847458,0.076271186440678
"Q14183",0.0593220338983051,0.0550847457627119,0.0423728813559322,0.0550847457627119,0.0254237288135593,0.0677966101694915,0.0296610169491525,0.0593220338983051,0.0338983050847458,0.0466101694915254,0.13135593220339,0.0889830508474576,0.00423728813559322,0.0296610169491525,0.0466101694915254,0.0593220338983051,0.0635593220338983,0.0127118644067797,0.0338983050847458,0.0550847457627119
